day_index,date,bucket_index,time_local,skill_group_id,skill_group_name,direction,channel,required,allocated,understaff,weight
0,2026-01-05,0,00:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,0,00:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,0,00:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,0,00:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,1,00:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,1,00:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,1,00:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,1,00:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,2,01:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,2,01:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,2,01:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,2,01:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,3,01:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,3,01:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,3,01:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,3,01:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,4,02:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,4,02:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,4,02:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,4,02:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,5,02:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,5,02:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,5,02:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,5,02:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,6,03:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,6,03:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,6,03:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,6,03:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,7,03:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,7,03:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,7,03:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,7,03:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,8,04:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,8,04:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,8,04:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,8,04:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,9,04:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,9,04:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,9,04:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,9,04:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,10,05:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,10,05:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,10,05:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,10,05:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,11,05:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,11,05:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,11,05:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,11,05:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,12,06:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,12,06:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,12,06:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,12,06:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,13,06:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,13,06:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,13,06:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,13,06:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,14,07:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,14,07:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,14,07:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,14,07:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,15,07:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,15,07:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,15,07:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,15,07:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,16,08:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,16,08:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,16,08:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,16,08:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,17,08:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,17,08:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,17,08:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,17,08:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,18,09:00,billing_c,billing-c,inbound,chat,2,2.0,0.0,1.0
0,2026-01-05,18,09:00,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,18,09:00,billing_v,billing-v,inbound,voice,3,3.0,0.0,10.0
0,2026-01-05,18,09:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,100.0
0,2026-01-05,19,09:30,billing_c,billing-c,inbound,chat,2,2.0,0.0,1.0
0,2026-01-05,19,09:30,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,19,09:30,billing_v,billing-v,inbound,voice,4,3.0,1.0,10.0
0,2026-01-05,19,09:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,100.0
0,2026-01-05,20,10:00,billing_c,billing-c,inbound,chat,2,2.0,0.0,1.0
0,2026-01-05,20,10:00,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,20,10:00,billing_v,billing-v,inbound,voice,4,4.0,0.0,10.0
0,2026-01-05,20,10:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,100.0
0,2026-01-05,21,10:30,billing_c,billing-c,inbound,chat,2,2.0,0.0,1.0
0,2026-01-05,21,10:30,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,21,10:30,billing_v,billing-v,inbound,voice,5,5.0,0.0,10.0
0,2026-01-05,21,10:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,100.0
0,2026-01-05,22,11:00,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,22,11:00,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,22,11:00,billing_v,billing-v,inbound,voice,5,5.0,0.0,10.0
0,2026-01-05,22,11:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,100.0
0,2026-01-05,23,11:30,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,23,11:30,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,23,11:30,billing_v,billing-v,inbound,voice,5,5.0,0.0,10.0
0,2026-01-05,23,11:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,100.0
0,2026-01-05,24,12:00,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,24,12:00,billing_e,billing-e,inbound,email,2,2.0,0.0,1.0
0,2026-01-05,24,12:00,billing_v,billing-v,inbound,voice,6,6.0,0.0,100.0
0,2026-01-05,24,12:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,10.0
0,2026-01-05,25,12:30,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,25,12:30,billing_e,billing-e,inbound,email,2,2.0,0.0,1.0
0,2026-01-05,25,12:30,billing_v,billing-v,inbound,voice,6,6.0,0.0,100.0
0,2026-01-05,25,12:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,10.0
0,2026-01-05,26,13:00,billing_c,billing-c,inbound,chat,4,3.0,1.0,1.0
0,2026-01-05,26,13:00,billing_e,billing-e,inbound,email,2,1.0,1.0,1.0
0,2026-01-05,26,13:00,billing_v,billing-v,inbound,voice,7,7.0,0.0,100.0
0,2026-01-05,26,13:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,10.0
0,2026-01-05,27,13:30,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,27,13:30,billing_e,billing-e,inbound,email,2,2.0,0.0,1.0
0,2026-01-05,27,13:30,billing_v,billing-v,inbound,voice,6,6.0,0.0,100.0
0,2026-01-05,27,13:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,10.0
0,2026-01-05,28,14:00,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,28,14:00,billing_e,billing-e,inbound,email,2,2.0,0.0,1.0
0,2026-01-05,28,14:00,billing_v,billing-v,inbound,voice,6,6.0,0.0,100.0
0,2026-01-05,28,14:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,10.0
0,2026-01-05,29,14:30,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,29,14:30,billing_e,billing-e,inbound,email,2,2.0,0.0,1.0
0,2026-01-05,29,14:30,billing_v,billing-v,inbound,voice,6,6.0,0.0,100.0
0,2026-01-05,29,14:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,10.0
0,2026-01-05,30,15:00,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,30,15:00,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,30,15:00,billing_v,billing-v,inbound,voice,5,5.0,0.0,100.0
0,2026-01-05,30,15:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,10.0
0,2026-01-05,31,15:30,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,31,15:30,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,31,15:30,billing_v,billing-v,inbound,voice,5,5.0,0.0,100.0
0,2026-01-05,31,15:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,10.0
0,2026-01-05,32,16:00,billing_c,billing-c,inbound,chat,3,3.0,0.0,1.0
0,2026-01-05,32,16:00,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,32,16:00,billing_v,billing-v,inbound,voice,5,5.0,0.0,100.0
0,2026-01-05,32,16:00,recover_v,recover-v,outbound,voice,2,2.0,0.0,10.0
0,2026-01-05,33,16:30,billing_c,billing-c,inbound,chat,2,2.0,0.0,1.0
0,2026-01-05,33,16:30,billing_e,billing-e,inbound,email,1,1.0,0.0,1.0
0,2026-01-05,33,16:30,billing_v,billing-v,inbound,voice,4,4.0,0.0,100.0
0,2026-01-05,33,16:30,recover_v,recover-v,outbound,voice,3,3.0,0.0,10.0
0,2026-01-05,34,17:00,billing_c,billing-c,inbound,chat,2,0.0,2.0,1.0
0,2026-01-05,34,17:00,billing_e,billing-e,inbound,email,1,0.0,1.0,1.0
0,2026-01-05,34,17:00,billing_v,billing-v,inbound,voice,4,4.0,0.0,100.0
0,2026-01-05,34,17:00,recover_v,recover-v,outbound,voice,3,3.0,0.0,10.0
0,2026-01-05,35,17:30,billing_c,billing-c,inbound,chat,2,0.0,2.0,1.0
0,2026-01-05,35,17:30,billing_e,billing-e,inbound,email,1,0.0,1.0,1.0
0,2026-01-05,35,17:30,billing_v,billing-v,inbound,voice,4,4.0,0.0,100.0
0,2026-01-05,35,17:30,recover_v,recover-v,outbound,voice,4,3.0,1.0,10.0
0,2026-01-05,36,18:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,36,18:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,36,18:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,36,18:00,recover_v,recover-v,outbound,voice,5,5.0,0.0,1.0
0,2026-01-05,37,18:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,37,18:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,37,18:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,37,18:30,recover_v,recover-v,outbound,voice,5,5.0,0.0,1.0
0,2026-01-05,38,19:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,38,19:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,38,19:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,38,19:00,recover_v,recover-v,outbound,voice,6,5.0,1.0,1.0
0,2026-01-05,39,19:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,39,19:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,39,19:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,39,19:30,recover_v,recover-v,outbound,voice,5,5.0,0.0,1.0
0,2026-01-05,40,20:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,40,20:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,40,20:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,40,20:00,recover_v,recover-v,outbound,voice,4,3.0,1.0,1.0
0,2026-01-05,41,20:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,41,20:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,41,20:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,41,20:30,recover_v,recover-v,outbound,voice,3,3.0,0.0,1.0
0,2026-01-05,42,21:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,42,21:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,42,21:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,42,21:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,43,21:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,43,21:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,43,21:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,43,21:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,44,22:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,44,22:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,44,22:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,44,22:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,45,22:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,45,22:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,45,22:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,45,22:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,46,23:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,46,23:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,46,23:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,46,23:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
0,2026-01-05,47,23:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
0,2026-01-05,47,23:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
0,2026-01-05,47,23:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
0,2026-01-05,47,23:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
1,2026-01-06,0,00:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
1,2026-01-06,0,00:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
1,2026-01-06,0,00:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
1,2026-01-06,0,00:00,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
1,2026-01-06,1,00:30,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
1,2026-01-06,1,00:30,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
1,2026-01-06,1,00:30,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
1,2026-01-06,1,00:30,recover_v,recover-v,outbound,voice,0,0.0,0.0,1.0
1,2026-01-06,2,01:00,billing_c,billing-c,inbound,chat,0,0.0,0.0,1.0
1,2026-01-06,2,01:00,billing_e,billing-e,inbound,email,0,0.0,0.0,1.0
1,2026-01-06,2,01:00,billing_v,billing-v,inbound,voice,0,0.0,0.0,1.0
